parcelle;zone;date;time;sequence;ins-7;pl-7;hr-7;t-7;s;ac;ac_m;var_s;var_ac;var_ac_m
PAS;anjou;18/10/2016;6.0;50.0;37.75;1.2;80.36;10.957142857142902;207.9;5.15;3.68;5.700000000000017;-0.4399999999999995;-0.31999999999999984
CHP;touraine;14/09/2016;1.0;51.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CHP;touraine;21/09/2016;2.0;51.0;21.0;13.2;77.0;15.6714285714286;172.0;8.35;7.5;NA;NA;NA
CHP;touraine;28/09/2016;3.0;51.0;40.0;0.4;69.0;16.9357142857143;191.0;7.65;7.0;19.0;-0.6999999999999993;-0.5
CHP;touraine;05/10/2016;4.0;51.0;37.0;13.8;74.64;14.5071428571429;209.0;6.7;4.7;18.0;-0.9500000000000002;-2.3
CHP;touraine;12/10/2016;5.0;51.0;35.0;0.4;71.5;10.0714285714286;220.0;6.75;6.4;11.0;0.04999999999999982;1.7000000000000002
CHP;touraine;19/10/2016;6.0;51.0;23.0;2.8;79.07;11.36;228.0;6.25;5.4;8.0;-0.5;-1.0
NOC;touraine;14/09/2016;1.0;52.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NOC;touraine;21/09/2016;2.0;52.0;21.0;13.2;77.0;15.6714285714286;145.0;7.9;6.2;NA;NA;NA
NOC;touraine;28/09/2016;3.0;52.0;40.0;0.4;69.0;16.9357142857143;165.0;7.1;5.4;20.0;-0.8000000000000007;-0.7999999999999998
NOC;touraine;05/10/2016;4.0;52.0;37.0;13.8;74.64;14.5071428571429;186.0;6.0;3.7;21.0;-1.0999999999999996;-1.7000000000000002
NOC;touraine;12/10/2016;5.0;52.0;35.0;0.4;71.5;10.0714285714286;194.0;5.7;3.4;8.0;-0.2999999999999998;-0.30000000000000027
NOC;touraine;12/10/2016;6.0;52.0;23.0;2.8;79.07;11.3642857142857;200.0;5.85;3.6;6.0;0.14999999999999947;0.20000000000000018
VEB;touraine;14/09/2016;2.0;53.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VEB;touraine;21/09/2016;3.0;53.0;21.0;13.2;77.0;15.6714285714286;149.0;9.35;8.6;NA;NA;NA
VEB;touraine;28/09/2016;4.0;53.0;40.0;0.4;69.0;16.9357142857143;177.0;7.45;6.8;28.0;-1.8999999999999995;-1.7999999999999998
VEB;touraine;05/10/2016;5.0;53.0;37.0;13.8;74.64;14.5071428571429;199.0;7.25;5.4;22.0;-0.20000000000000018;-1.3999999999999995
VEB;touraine;12/10/2016;6.0;53.0;38.0;0.4;72.57;10.807142857142901;195.0;8.0;7.4;-4.0;0.75;2.0
VEDF;touraine;14/09/2016;1.0;54.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VEDF;touraine;21/09/2016;2.0;54.0;21.0;13.2;77.0;15.6714285714286;158.0;8.65;8.0;NA;NA;NA
VEDF;touraine;28/09/2016;3.0;54.0;40.0;0.4;69.0;16.9357142857143;183.0;7.05;6.3;25.0;-1.6000000000000005;-1.7000000000000002
VEDF;touraine;05/10/2016;4.0;54.0;37.0;13.8;74.64;14.5071428571429;192.0;6.4;4.3;9.0;-0.6499999999999995;-2.0
VEDF;touraine;12/10/2016;5.0;54.0;35.0;0.4;71.5;10.0714285714286;210.0;6.75;4.9;18.0;0.34999999999999964;0.6000000000000005
VEDF;touraine;19/10/2016;6.0;54.0;23.0;2.8;79.07;11.3642857142857;214.0;5.95;5.0;4.0;-0.7999999999999998;0.09999999999999964
VEDM;touraine;14/09/2016;1.0;55.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VEDM;touraine;21/09/2016;2.0;55.0;21.0;13.2;77.0;15.6714285714286;165.0;8.95;8.7;NA;NA;NA
VEDM;touraine;28/09/2016;3.0;55.0;40.0;0.4;69.0;16.9357142857143;181.0;7.9;7.6;16.0;-1.049999999999999;-1.0999999999999996
VEDM;touraine;05/10/2016;4.0;55.0;37.0;13.8;74.64;14.5071428571429;194.0;6.95;5.6;13.0;-0.9500000000000002;-2.0
VEDM;touraine;12/10/2016;5.0;55.0;35.0;0.4;71.5;10.0714285714286;211.0;6.7;6.1;17.0;-0.25;0.5
VEDM;touraine;19/10/2016;6.0;55.0;23.0;2.8;79.07;11.3642857142857;217.0;6.45;5.6;6.0;-0.25;-0.5
VOF;touraine;14/09/2016;3.0;56.0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
VOF;touraine;21/09/2016;4.0;56.0;21.0;13.2;77.0;15.6714285714286;154.0;8.1;7.6;NA;NA;NA
VOF;touraine;28/09/2016;5.0;56.0;40.0;0.4;69.0;16.9357142857143;174.0;7.25;6.2;20.0;-0.8499999999999996;-1.3999999999999995
VOF;touraine;05/10/2016;6.0;56.0;37.0;13.8;74.64;14.5071428571429;175.0;6.5;4.4;1.0;-0.75;-1.7999999999999998
CAD;anjou;05/09/2017;3.0;57.0;25.4225778205838;7.341603249236321;76.8;16.353226079094302;189.7;6.57;6.07;NA;NA;NA
CAD;anjou;12/09/2017;4.0;57.0;31.0590330214638;22.9721091804732;74.56;15.429262127525899;203.3;5.78;5.19;13.600000000000023;-0.79;-0.8799999999999999
CAD;anjou;19/09/2017;5.0;57.0;37.6729009356087;28.527191263683896;79.58;13.1059905652961;205.7;5.2;4.56;2.3999999999999773;-0.5800000000000001;-0.6300000000000008
CAD;anjou;26/09/2017;6.0;57.0;54.29;2.01;75.75;15.15;224.1;5.02;4.12;18.400000000000006;-0.1800000000000006;-0.4399999999999995
COR;anjou;05/09/2017;3.0;58.0;26.84;5.195474087384019;75.11;16.366074521774898;196.5;6.52;5.82;NA;NA;NA
COR;anjou;12/09/2017;4.0;58.0;30.64;18.2162628832746;72.98;15.5074334305602;205.7;6.17;5.3;9.199999999999989;-0.34999999999999964;-0.5200000000000005
COR;anjou;19/09/2017;5.0;58.0;38.13;17.0783724693825;78.31;12.884817819834002;221.7;5.32;4.29;16.0;-0.8499999999999996;-1.0099999999999998
COR;anjou;26/09/2017;6.0;58.0;54.03;0.3;74.71;14.69;238.2;5.5;4.36;16.5;0.17999999999999972;0.07000000000000028
D2M;anjou;05/09/2017;4.0;59.0;25.36;6.99071505606444;76.37;16.4096606136638;187.4;7.11;6.87;NA;NA;NA
D2M;anjou;12/09/2017;5.0;59.0;30.96;26.582006097891398;73.58;15.6578391627319;207.9;6.47;6.03;20.5;-0.6400000000000006;-0.8399999999999999
D2M;anjou;19/09/2017;6.0;59.0;38.28;22.97;76.0;13.42;214.8;6.12;6.07;6.900000000000006;-0.34999999999999964;0.040000000000000036
FAY;anjou;05/09/2017;3.0;60.0;26.84;4.477349642595019;74.7;16.4677065084819;173.7;6.91;6.11;NA;NA;NA
FAY;anjou;12/09/2017;4.0;60.0;30.64;19.482677563456896;73.58;15.245338518155;187.4;6.52;5.85;13.700000000000017;-0.39000000000000057;-0.2600000000000007
FAY;anjou;19/09/2017;5.0;60.0;38.13;17.6055998513164;79.84;12.7993832174402;196.5;5.66;4.77;9.099999999999994;-0.8599999999999994;-1.08
FAY;anjou;26/09/2017;6.0;60.0;54.03;0.61;74.57;15.02;219.5;5.41;4.51;23.0;-0.25;-0.2599999999999998
MB;anjou;05/09/2017;3.0;61.0;29.96;25.9276926402984;73.43;16.7928571428571;196.5;5.24;3.95;NA;NA;NA
MB;anjou;12/09/2017;4.0;61.0;30.29;17.9360172860912;73.57;15.0071428571429;210.0;4.61;3.24;13.5;-0.6299999999999999;-0.71
MB;anjou;19/09/2017;5.0;61.0;38.43;17.8614255856478;79.0;12.978571428571401;210.3;4.3;2.77;0.30000000000001137;-0.3100000000000005;-0.4700000000000002
MB;anjou;26/09/2017;6.0;61.0;51.78;0.21;73.14;15.32;233.4;4.22;2.56;23.099999999999994;-0.08000000000000007;-0.20999999999999996
PUY;anjou;05/09/2017;3.0;62.0;29.96;25.9276926402984;73.43;16.7928571428571;173.7;9.46;9.27;NA;NA;NA
PUY;anjou;12/09/2017;4.0;62.0;30.29;17.9360172860912;73.57;15.0071428571429;194.2;8.62;8.04;20.5;-0.8400000000000016;-1.2300000000000004
PUY;anjou;19/09/2017;5.0;62.0;38.43;17.8614255856478;79.0;12.978571428571401;214.8;6.21;5.31;20.600000000000023;-2.4099999999999993;-2.7299999999999995
PUY;anjou;26/09/2017;6.0;62.0;51.78;0.21;73.14;15.32;226.4;6.31;5.27;11.599999999999994;0.09999999999999964;-0.040000000000000036
RAB;anjou;05/09/2017;4.0;63.0;26.62;6.91665077999224;74.15;16.6784476936532;207.9;4.36;3.98;NA;NA;NA
RAB;anjou;12/09/2017;5.0;63.0;30.64;20.6672173200818;72.72;15.598796923515;217.2;4.07;3.7;9.299999999999983;-0.29000000000000004;-0.2799999999999998
RAB;anjou;19/09/2017;6.0;63.0;38.74;18.89;76.0;13.35;224.1;4.23;3.8;6.900000000000006;0.16000000000000014;0.09999999999999964
ROC;anjou;05/09/2017;3.0;64.0;25.16;6.6249501198047005;76.21;16.3428571428571;189.7;5.78;5.01;NA;NA;NA
ROC;anjou;12/09/2017;4.0;64.0;31.13;23.399604816841002;74.21;15.4214285714286;201.1;5.15;4.12;11.400000000000006;-0.6299999999999999;-0.8899999999999997
ROC;anjou;19/09/2017;5.0;64.0;37.46;26.545875300989398;80.14;13.1;203.3;4.93;4.12;2.200000000000017;-0.22000000000000064;0.0
ROC;anjou;26/09/2017;6.0;64.0;54.06;1.6;75.29;15.35;226.4;4.81;3.78;23.099999999999994;-0.1200000000000001;-0.3400000000000003
CHR;touraine;04/09/2017;3.0;65.0;38.82;10.4771023665258;72.24;17.978557876991196;190.0;6.3;6.9;NA;NA;NA
CHR;touraine;12/09/2017;4.0;65.0;23.68;23.249238703881698;74.4;15.4827186934431;202.0;6.4;5.8;12.0;0.10000000000000053;-1.1000000000000005
CHR;touraine;18/09/2017;5.0;65.0;37.82;26.6897408986939;76.76;13.0833567341926;196.0;6.25;6.0;-6.0;-0.15000000000000036;0.20000000000000018
CHR;touraine;26/09/2017;6.0;65.0;56.05;3.65;74.74;14.05;226.0;5.9;5.6;30.0;-0.34999999999999964;-0.40000000000000036
REH;touraine;22/08/2017;3.0;66.0;;;;;166.0;12.05;4.6;NA;NA;NA
REH;touraine;04/09/2017;4.0;66.0;38.82;9.15084600432511;73.5;17.65;196.0;6.5;6.3;30.0;-5.550000000000001;1.7000000000000002
REH;touraine;12/09/2017;5.0;66.0;23.68;26.644377812677302;75.29;15.1857142857143;199.0;6.7;6.2;3.0;0.20000000000000018;-0.09999999999999964
REH;touraine;18/09/2017;6.0;66.0;37.82;25.32;77.07;12.79;212.0;6.5;6.4;13.0;-0.20000000000000018;0.20000000000000018
ROL;touraine;04/09/2017;3.0;67.0;38.82;10.4771023665258;72.24;17.978557876991196;194.0;6.45;5.8;NA;NA;NA
ROL;touraine;12/09/2017;4.0;67.0;23.68;23.249238703881698;74.4;15.4827186934431;215.0;6.0;4.4;21.0;-0.4500000000000002;-1.3999999999999995
ROL;touraine;18/09/2017;5.0;67.0;37.82;26.6897408986939;76.76;13.0833567341926;213.0;6.0;5.5;-2.0;0.0;1.0999999999999996
ROL;touraine;26/09/2017;6.0;67.0;56.05;3.65;74.74;14.05;225.0;5.7;5.1;12.0;-0.2999999999999998;-0.40000000000000036
VEG;touraine;04/09/2017;3.0;68.0;38.82;10.4771023665258;72.24;17.978557876991196;189.0;8.0;9.0;NA;NA;NA
VEG;touraine;12/09/2017;4.0;68.0;23.68;23.249238703881698;74.4;15.4827186934431;205.0;7.25;7.3;16.0;-0.75;-1.7000000000000002
VEG;touraine;18/09/2017;5.0;68.0;37.82;26.6897408986939;76.76;13.0833567341926;212.0;6.7;7.6;7.0;-0.5499999999999998;0.2999999999999998
VEG;touraine;26/09/2017;6.0;68.0;56.05;3.65;74.74;14.05;221.0;6.05;6.0;9.0;-0.6500000000000004;-1.5999999999999996
BMO;anjou;05/09/2017;3.0;69.0;25.92;6.823420071409499;76.13;16.500679516646;187.4;7.69;7.48;NA;NA;NA
BMO;anjou;12/09/2017;4.0;69.0;30.16;26.436895714380498;72.96;15.6399059466482;205.7;6.96;6.47;18.299999999999983;-0.7300000000000004;-1.0100000000000007
BMO;anjou;19/09/2017;5.0;69.0;37.27;17.3291379959863;78.71;13.4707663834477;207.9;6.63;6.81;2.200000000000017;-0.33000000000000007;0.33999999999999986
BMO;anjou;26/09/2017;6.0;69.0;53.02;0.11;74.57;15.41;228.7;6.14;5.94;20.799999999999983;-0.4900000000000002;-0.8699999999999992
LAN;anjou;05/09/2017;3.0;70.0;29.34;23.7241766646326;74.59;17.0352033938997;162.6;6.62;4.65;NA;NA;NA
LAN;anjou;12/09/2017;4.0;70.0;29.5;23.464698747712003;72.36;15.9321902632155;191.9;5.24;3.39;29.30000000000001;-1.38;-1.2600000000000002
LAN;anjou;19/09/2017;5.0;70.0;37.91;18.2561845754529;76.79;13.6710976895863;194.2;5.03;3.28;2.299999999999983;-0.20999999999999996;-0.11000000000000032
LAN;anjou;26/09/2017;6.0;70.0;51.08;0.22;72.9;15.69;214.8;4.69;2.73;20.600000000000023;-0.33999999999999986;-0.5499999999999998
PAS;anjou;05/09/2017;4.0;71.0;29.03;17.7401876568795;75.36;16.3117723397051;191.9;6.57;5.82;NA;NA;NA
PAS;anjou;12/09/2017;5.0;71.0;30.66;21.8549690708387;74.88;15.028174161972101;205.7;6.32;5.28;13.799999999999983;-0.25;-0.54
PAS;anjou;19/09/2017;6.0;71.0;39.18;17.26;77.09;12.93;226.4;5.01;4.0;20.700000000000017;-1.3100000000000005;-1.2800000000000002
CHP;touraine;04/09/2017;3.0;72.0;38.82;10.4771023665258;72.24;17.978557876991196;192.0;7.6;7.8;NA;NA;NA
CHP;touraine;12/09/2017;4.0;72.0;23.68;23.249238703881698;74.4;15.4827186934431;210.0;7.15;6.4;18.0;-0.4499999999999993;-1.3999999999999995
CHP;touraine;18/09/2017;5.0;72.0;37.82;26.6897408986939;76.76;13.0833567341926;209.0;7.25;7.4;-1.0;0.09999999999999964;1.0
CHP;touraine;26/09/2017;6.0;72.0;56.05;3.64;74.74;14.05;224.0;6.7;6.4;15.0;-0.5499999999999998;-1.0
NOC;touraine;04/09/2017;4.0;73.0;38.82;9.15084600432511;73.5;17.65;170.0;6.4;5.1;NA;NA;NA
NOC;touraine;12/09/2017;5.0;73.0;23.68;26.644377812677302;75.29;15.1857142857143;185.0;5.75;3.8;15.0;-0.6500000000000004;-1.2999999999999998
NOC;touraine;18/09/2017;6.0;73.0;37.82;25.32;77.07;12.79;203.0;5.2;4.2;18.0;-0.5499999999999998;0.40000000000000036
VEB;touraine;04/09/2017;3.0;74.0;38.82;10.4771023665258;72.24;17.978557876991196;167.0;7.9;8.7;NA;NA;NA
VEB;touraine;12/09/2017;4.0;74.0;23.68;23.249238703881698;74.4;15.4827186934431;184.0;7.8;8.1;17.0;-0.10000000000000053;-0.5999999999999996
VEB;touraine;18/09/2017;5.0;74.0;37.82;26.6897408986939;76.76;13.0833567341926;197.0;6.0;6.2;13.0;-1.7999999999999998;-1.8999999999999995
VEB;touraine;26/09/2017;6.0;74.0;56.05;3.65;74.74;14.05;207.0;5.75;5.6;10.0;-0.25;-0.6000000000000005
VEDF;touraine;04/09/2017;3.0;75.0;38.82;6.931023435033669;73.46;17.576588531592698;176.0;7.1;8.3;NA;NA;NA
VEDF;touraine;12/09/2017;4.0;75.0;23.68;26.775840664144397;75.55;15.038727683240198;206.0;6.4;5.9;30.0;-0.6999999999999993;-2.4000000000000004
VEDF;touraine;18/09/2017;5.0;75.0;37.82;27.4742790422367;77.22;12.706656156716301;220.0;5.9;5.5;14.0;-0.5;-0.40000000000000036
VEDF;touraine;26/09/2017;6.0;75.0;56.05;3.58;75.93;13.55;221.0;5.55;5.5;1.0;-0.35000000000000053;0.0
VEDM;touraine;04/09/2017;3.0;76.0;38.82;6.931023435033669;73.46;17.576588531592698;193.0;7.4;7.5;NA;NA;NA
VEDM;touraine;12/09/2017;4.0;76.0;23.68;26.775840664144397;75.55;15.038727683240198;206.0;6.85;6.2;13.0;-0.5500000000000007;-1.2999999999999998
VEDM;touraine;18/09/2017;5.0;76.0;37.82;27.4742790422367;77.22;12.706656156716301;219.0;6.4;7.0;13.0;-0.4499999999999993;0.7999999999999998
VEDM;touraine;26/09/2017;6.0;76.0;56.05;3.58;75.93;13.55;221.0;6.2;6.1;2.0;-0.20000000000000018;-0.9000000000000004
VOF;touraine;04/09/2017;3.0;77.0;38.82;10.4771023665258;72.24;17.978557876991196;193.0;6.5;6.9;NA;NA;NA
VOF;touraine;12/09/2017;4.0;77.0;23.68;23.249238703881698;74.4;15.4827186934431;174.0;7.2;6.7;-19.0;0.7000000000000002;-0.20000000000000018
VOF;touraine;18/09/2017;5.0;77.0;37.82;26.6897408986939;76.76;13.0833567341926;218.0;6.25;6.8;44.0;-0.9500000000000002;0.09999999999999964
VOF;touraine;26/09/2017;6.0;77.0;56.05;3.65;74.74;14.05;222.0;5.85;5.7;4.0;-0.40000000000000036;-1.0999999999999996
MOM;touraine;04/09/2017;3.0;78.0;38.82;10.4771023665258;72.24;17.978557876991196;179.0;7.0;7.0;NA;NA;NA
MOM;touraine;12/09/2017;4.0;78.0;23.68;23.249238703881698;74.4;15.4827186934431;198.0;6.65;6.4;19.0;-0.34999999999999964;-0.5999999999999996
MOM;touraine;18/09/2017;5.0;78.0;37.82;26.6897408986939;76.76;13.0833567341926;202.0;6.25;6.3;4.0;-0.40000000000000036;-0.10000000000000053
MOM;touraine;26/09/2017;6.0;78.0;56.05;3.65;74.74;14.05;224.0;5.4;5.0;22.0;-0.8499999999999996;-1.2999999999999998
SMB;touraine;04/09/2017;4.0;79.0;38.82;10.4771023665258;72.24;17.978557876991196;177.0;7.9;8.3;NA;NA;NA
SMB;touraine;12/09/2017;5.0;79.0;23.68;23.249238703881698;74.4;15.4827186934431;195.0;6.15;4.7;18.0;-1.75;-3.6000000000000005
SMB;touraine;18/09/2017;6.0;79.0;37.82;26.68;76.76;13.08;208.0;7.2;8.0;13.0;1.0499999999999998;3.3
